"","Scenario","Region","Variable","Type","Year","Value"
"4219","Current Measures","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2037,2645.984396
"4220","Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2037,2331.802931
"4221","Canada Net-zero","New Brunswick","Natural Gas","Primary Fuel",2037,0.033769086
"4222","Current Measures","New Brunswick","Natural Gas","Primary Fuel",2037,0.053052783
"4223","Global Net-zero","New Brunswick","Natural Gas","Primary Fuel",2037,0.029099437
"4224","Canada Net-zero","New Brunswick","Oil","Primary Fuel",2037,0
"4225","Current Measures","New Brunswick","Oil","Primary Fuel",2037,0
"4226","Global Net-zero","New Brunswick","Oil","Primary Fuel",2037,0
"4227","Canada Net-zero","New Brunswick","Solar","Primary Fuel",2037,73.95149862
"4228","Current Measures","New Brunswick","Solar","Primary Fuel",2037,66.97252221
"4229","Global Net-zero","New Brunswick","Solar","Primary Fuel",2037,222.82277552
"4230","Canada Net-zero","New Brunswick","Uranium","Primary Fuel",2037,6505.87636
"4231","Current Measures","New Brunswick","Uranium","Primary Fuel",2037,5274.74663
"4232","Global Net-zero","New Brunswick","Uranium","Primary Fuel",2037,6546.48325
"4233","Canada Net-zero","New Brunswick","Wind","Primary Fuel",2037,7132.438588
"4234","Current Measures","New Brunswick","Wind","Primary Fuel",2037,8295.19372
"4235","Global Net-zero","New Brunswick","Wind","Primary Fuel",2037,7575.436655
"4236","Canada Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2037,45904.20342
"4237","Current Measures","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2037,45171.75638
"4238","Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2037,45827.08813
"4239","Canada Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2037,0
"4240","Current Measures","Newfoundland and Labrador","Natural Gas","Primary Fuel",2037,0
"4241","Global Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2037,0
"4242","Canada Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2037,0
"4243","Current Measures","Newfoundland and Labrador","Oil","Primary Fuel",2037,0
"4244","Global Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2037,0
"4245","Canada Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2037,15.537397627
"4246","Current Measures","Newfoundland and Labrador","Solar","Primary Fuel",2037,9.789989892
"4247","Global Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2037,15.537397627
"4248","Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2037,194.4986979
"4249","Current Measures","Newfoundland and Labrador","Wind","Primary Fuel",2037,194.4986979
"4250","Global Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2037,194.4986979
"4251","Canada Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2037,57.94608
"4252","Current Measures","Nova Scotia","Biomass / Geothermal","Primary Fuel",2037,330.8005752
"4253","Global Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2037,72.12522593
"4254","Canada Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2037,0
"4255","Current Measures","Nova Scotia","Coal & Coke","Primary Fuel",2037,0
"4256","Global Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2037,0
"4257","Canada Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2037,307.187598
"4258","Current Measures","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2037,987.5732758
"4259","Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2037,294.7358899
"4260","Canada Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2037,33.50117533
"4261","Current Measures","Nova Scotia","Natural Gas","Primary Fuel",2037,5494.977993
"4262","Global Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2037,17.51354348
"4263","Canada Net-zero","Nova Scotia","Oil","Primary Fuel",2037,0
"4264","Current Measures","Nova Scotia","Oil","Primary Fuel",2037,0
"4265","Global Net-zero","Nova Scotia","Oil","Primary Fuel",2037,0
"4266","Canada Net-zero","Nova Scotia","Solar","Primary Fuel",2037,18.437258427
"4267","Current Measures","Nova Scotia","Solar","Primary Fuel",2037,11.808422457
"4268","Global Net-zero","Nova Scotia","Solar","Primary Fuel",2037,104.82254354
"4269","Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2037,22286.246893
"4270","Current Measures","Nova Scotia","Wind","Primary Fuel",2037,3655.035929
"4271","Global Net-zero","Nova Scotia","Wind","Primary Fuel",2037,22128.978826
"4272","Canada Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2037,601.1968895
"4273","Current Measures","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2037,326.0266341
"4274","Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2037,485.1013636
"4275","Canada Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2037,40.68082145
"4276","Current Measures","Northwest Territories","Natural Gas","Primary Fuel",2037,0
"4277","Global Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2037,9.704196671
"4278","Canada Net-zero","Northwest Territories","Oil","Primary Fuel",2037,16.18818656
"4279","Current Measures","Northwest Territories","Oil","Primary Fuel",2037,10.97547408
"4280","Global Net-zero","Northwest Territories","Oil","Primary Fuel",2037,5.46259461
"4281","Canada Net-zero","Northwest Territories","Solar","Primary Fuel",2037,61.690578609
"4282","Current Measures","Northwest Territories","Solar","Primary Fuel",2037,3.215385958
"4283","Global Net-zero","Northwest Territories","Solar","Primary Fuel",2037,3.687954914
"4284","Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2037,47.04564915
"4285","Current Measures","Northwest Territories","Wind","Primary Fuel",2037,18.1843953
"4286","Global Net-zero","Northwest Territories","Wind","Primary Fuel",2037,24.0221256
"4287","Current Measures","Nunavut","Biomass / Geothermal","Primary Fuel",2037,131.3860386
"4288","Canada Net-zero","Nunavut","Oil","Primary Fuel",2037,252.3983082
"4289","Current Measures","Nunavut","Oil","Primary Fuel",2037,75.97548681
"4290","Global Net-zero","Nunavut","Oil","Primary Fuel",2037,243.8412809
"4291","Canada Net-zero","Nunavut","Solar","Primary Fuel",2037,44.802435302
"4292","Current Measures","Nunavut","Solar","Primary Fuel",2037,42.280997768
"4293","Global Net-zero","Nunavut","Solar","Primary Fuel",2037,44.484791472
"4294","Canada Net-zero","Nunavut","Wind","Primary Fuel",2037,90.21434844
"4295","Current Measures","Nunavut","Wind","Primary Fuel",2037,87.48617293
"4296","Global Net-zero","Nunavut","Wind","Primary Fuel",2037,89.916574
"4297","Canada Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2037,2031.0516266
"4298","Current Measures","Ontario","Biomass / Geothermal","Primary Fuel",2037,1893.209089
"4299","Global Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2037,2569.3811919
"4300","Canada Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2037,41583.41501
"4301","Current Measures","Ontario","Hydro / Wave / Tidal","Primary Fuel",2037,37483.76994
"4302","Global Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2037,42041.52721
"4303","Canada Net-zero","Ontario","Natural Gas","Primary Fuel",2037,6165.073479
"4304","Current Measures","Ontario","Natural Gas","Primary Fuel",2037,14503.71678
"4305","Global Net-zero","Ontario","Natural Gas","Primary Fuel",2037,10624.737291
"4306","Canada Net-zero","Ontario","Oil","Primary Fuel",2037,0
"4307","Current Measures","Ontario","Oil","Primary Fuel",2037,0
"4308","Global Net-zero","Ontario","Oil","Primary Fuel",2037,0
"4309","Canada Net-zero","Ontario","Solar","Primary Fuel",2037,9874.357984
"4310","Current Measures","Ontario","Solar","Primary Fuel",2037,8714.369141
"4311","Global Net-zero","Ontario","Solar","Primary Fuel",2037,11483.437285
"4312","Canada Net-zero","Ontario","Uranium","Primary Fuel",2037,142812.76145
"4313","Current Measures","Ontario","Uranium","Primary Fuel",2037,84430.180798
"4314","Global Net-zero","Ontario","Uranium","Primary Fuel",2037,135686.69937
"4315","Canada Net-zero","Ontario","Wind","Primary Fuel",2037,85222.76141
"4316","Current Measures","Ontario","Wind","Primary Fuel",2037,45600.8714
"4317","Global Net-zero","Ontario","Wind","Primary Fuel",2037,75904.45027
"4318","Canada Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2037,3.0849
"4319","Current Measures","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2037,8.7108
"4320","Global Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2037,4.0215
"4321","Canada Net-zero","Prince Edward Island","Oil","Primary Fuel",2037,0
"4322","Current Measures","Prince Edward Island","Oil","Primary Fuel",2037,0.399750066
"4323","Global Net-zero","Prince Edward Island","Oil","Primary Fuel",2037,51.69965415
"4324","Canada Net-zero","Prince Edward Island","Solar","Primary Fuel",2037,100.762447359
"4325","Current Measures","Prince Edward Island","Solar","Primary Fuel",2037,2.712149636
"4326","Global Net-zero","Prince Edward Island","Solar","Primary Fuel",2037,111.368410709
"4327","Canada Net-zero","Prince Edward Island","Uranium","Primary Fuel",2037,1095.450875
"4328","Global Net-zero","Prince Edward Island","Uranium","Primary Fuel",2037,975.6177514
"4329","Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2037,1542.876462
"4330","Current Measures","Prince Edward Island","Wind","Primary Fuel",2037,2334.201181
"4331","Global Net-zero","Prince Edward Island","Wind","Primary Fuel",2037,1338.631889
"4332","Canada Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2037,1550.87548115
"4333","Current Measures","Quebec","Biomass / Geothermal","Primary Fuel",2037,11993.1766
"4334","Global Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2037,1650.16656641
"4335","Canada Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2037,262748.4691
"4336","Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2037,245903.401
"4337","Global Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2037,261398.2471
"4338","Canada Net-zero","Quebec","Natural Gas","Primary Fuel",2037,0
"4339","Current Measures","Quebec","Natural Gas","Primary Fuel",2037,0
"4340","Global Net-zero","Quebec","Natural Gas","Primary Fuel",2037,0
"4341","Canada Net-zero","Quebec","Oil","Primary Fuel",2037,322.0678
"4342","Current Measures","Quebec","Oil","Primary Fuel",2037,320.616
"4343","Global Net-zero","Quebec","Oil","Primary Fuel",2037,321.9735835
"4344","Canada Net-zero","Quebec","Solar","Primary Fuel",2037,452.021759485
"4345","Current Measures","Quebec","Solar","Primary Fuel",2037,230.580177585
"4346","Global Net-zero","Quebec","Solar","Primary Fuel",2037,712.190995
"4347","Canada Net-zero","Quebec","Uranium","Primary Fuel",2037,6885.619759
"4348","Global Net-zero","Quebec","Uranium","Primary Fuel",2037,2559.642346
"4349","Canada Net-zero","Quebec","Wind","Primary Fuel",2037,20099.01958
"4350","Current Measures","Quebec","Wind","Primary Fuel",2037,30624.28394
"4351","Global Net-zero","Quebec","Wind","Primary Fuel",2037,16724.88427
"4352","Canada Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2037,6597.5976806
"4353","Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel",2037,274.9358816
"4354","Global Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2037,6645.2515337
"4355","Canada Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2037,0
"4356","Current Measures","Saskatchewan","Coal & Coke","Primary Fuel",2037,654.81
"4357","Global Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2037,0
"4358","Canada Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2037,3892.077688
"4359","Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2037,4226.625771
"4360","Global Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2037,4011.756228
"4361","Canada Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2037,802.8635175
"4362","Current Measures","Saskatchewan","Natural Gas","Primary Fuel",2037,10488.77173
"4363","Global Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2037,3561.1945055
"4364","Canada Net-zero","Saskatchewan","Oil","Primary Fuel",2037,0
"4365","Current Measures","Saskatchewan","Oil","Primary Fuel",2037,0
"4366","Global Net-zero","Saskatchewan","Oil","Primary Fuel",2037,0
"4367","Canada Net-zero","Saskatchewan","Solar","Primary Fuel",2037,3127.2136426
"4368","Current Measures","Saskatchewan","Solar","Primary Fuel",2037,3111.4289283
"4369","Global Net-zero","Saskatchewan","Solar","Primary Fuel",2037,1680.7413886
"4370","Canada Net-zero","Saskatchewan","Uranium","Primary Fuel",2037,6440.343413
"4371","Global Net-zero","Saskatchewan","Uranium","Primary Fuel",2037,5821.563035
"4372","Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2037,17942.7916
"4373","Current Measures","Saskatchewan","Wind","Primary Fuel",2037,12916.74663
"4374","Global Net-zero","Saskatchewan","Wind","Primary Fuel",2037,13046.86727
"4375","Canada Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2037,6.734957781
"4376","Current Measures","Yukon","Biomass / Geothermal","Primary Fuel",2037,5.359303175
"4377","Global Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2037,3.02866691
"4378","Canada Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2037,459.7525076
"4379","Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2037,455.121174
"4380","Global Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2037,463.5124546
"4381","Canada Net-zero","Yukon","Natural Gas","Primary Fuel",2037,113.6677685
"4382","Current Measures","Yukon","Natural Gas","Primary Fuel",2037,64.40026531
"4383","Global Net-zero","Yukon","Natural Gas","Primary Fuel",2037,110.0239435
"4384","Canada Net-zero","Yukon","Oil","Primary Fuel",2037,60.44648781
"4385","Current Measures","Yukon","Oil","Primary Fuel",2037,22.334277
"4386","Global Net-zero","Yukon","Oil","Primary Fuel",2037,56.42173284
"4387","Canada Net-zero","Yukon","Solar","Primary Fuel",2037,61.620751544
"4388","Current Measures","Yukon","Solar","Primary Fuel",2037,32.546287036
"4389","Global Net-zero","Yukon","Solar","Primary Fuel",2037,61.620751544
"4390","Canada Net-zero","Yukon","Wind","Primary Fuel",2037,51.13600448
"4391","Current Measures","Yukon","Wind","Primary Fuel",2037,14.57229873
"4392","Global Net-zero","Yukon","Wind","Primary Fuel",2037,25.53895297
"4393","Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2038,10142.9197753
"4394","Current Measures","Alberta","Biomass / Geothermal","Primary Fuel",2038,799.5562504
"4395","Global Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2038,10230.3583099
"4396","Canada Net-zero","Alberta","Coal & Coke","Primary Fuel",2038,0
"4397","Current Measures","Alberta","Coal & Coke","Primary Fuel",2038,0
"4398","Global Net-zero","Alberta","Coal & Coke","Primary Fuel",2038,0
"4399","Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2038,1357.552631
"4400","Current Measures","Alberta","Hydro / Wave / Tidal","Primary Fuel",2038,1651.074978
"4401","Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2038,1375.991924
"4402","Canada Net-zero","Alberta","Natural Gas","Primary Fuel",2038,24398.963974
"4403","Current Measures","Alberta","Natural Gas","Primary Fuel",2038,89033.03754
"4404","Global Net-zero","Alberta","Natural Gas","Primary Fuel",2038,23924.62367
"4405","Canada Net-zero","Alberta","Oil","Primary Fuel",2038,0
"4406","Current Measures","Alberta","Oil","Primary Fuel",2038,0
"4407","Global Net-zero","Alberta","Oil","Primary Fuel",2038,0
"4408","Canada Net-zero","Alberta","Solar","Primary Fuel",2038,25920.657286
"4409","Current Measures","Alberta","Solar","Primary Fuel",2038,7535.803542
"4410","Global Net-zero","Alberta","Solar","Primary Fuel",2038,21958.651916
"4411","Canada Net-zero","Alberta","Uranium","Primary Fuel",2038,10171.66625
"4412","Global Net-zero","Alberta","Uranium","Primary Fuel",2038,0
"4413","Canada Net-zero","Alberta","Wind","Primary Fuel",2038,65439.25517
"4414","Current Measures","Alberta","Wind","Primary Fuel",2038,14174.00682
"4415","Global Net-zero","Alberta","Wind","Primary Fuel",2038,49101.87711
"4416","Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2038,3605.32448344
"4417","Current Measures","British Columbia","Biomass / Geothermal","Primary Fuel",2038,2588.82408899
"4418","Global Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2038,3541.27421119
"4419","Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2038,61051.68351
"4420","Current Measures","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2038,64003.47191
"4421","Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2038,61009.66596
"4422","Canada Net-zero","British Columbia","Natural Gas","Primary Fuel",2038,779.899211
"4423","Current Measures","British Columbia","Natural Gas","Primary Fuel",2038,9732.418559
"4424","Global Net-zero","British Columbia","Natural Gas","Primary Fuel",2038,787.4568005
"4425","Canada Net-zero","British Columbia","Oil","Primary Fuel",2038,0
"4426","Current Measures","British Columbia","Oil","Primary Fuel",2038,0
